Not_offensive 	 Ithu ikkayude script aanu..   Uttopiya
Offensive	 എന്തൊരു ഊമ്പിയ ട്രൈലെർ aanante ലാലേട്ടാ 🤭 മുഖത്തു പഴയ ഭാവം പോലും വരുന്നില്ല  ഒരുമാതിരി വാതം വന്ന പോലെ ഉള്ള മുഖവും ബലൂൺ  ഊതി വീർപ്പിച്ച പോലുള്ള ശരീരവും  വീട്ടിലിരിക്കേണ്ട സമയം അതിക്രമിച്ചിരിക്കുന്നു   surely...  next #disaster on the way
Not_offensive 	 ഫാൻ എന്ന ഹിന്ദി സിനിമയുടെ റീമക്ക്  പോലെ
Not_offensive 	 trailer kanndal arinjoode e padam  puliyakum ennu
Offensive	 Pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum
Offensive	 Mammunny avide 5million kond erikkuva
Not_offensive 	 Mickavarum manju warriorkku presidentine kaanan  pokendi varum
Not_offensive 	 മാരക teaser. Movie യും ഇങ്ങനെ ആയാൽ മതിയായിരുന്നു.
Not_offensive 	 Allah ath nammade bilal ikka alle
Not_offensive 	 നിനക്ക് ഇനി മലയാളം ഇൻഡസ്ടറി കിടന്നു പുളകന് പറ്റും എന്നു തോന്നുടോ??? ഇക്ക അല്ലാതെ പിനെ ആരാടാ
Not_offensive 	 Lucciferine pizhutheriyan  ravananaaya aa avatharam varunnu
Not_offensive 	 Padam moonjalaanelum ippp trailer kandaalum romaanjam
Not_offensive 	 കൊളഗണ്ടിലെ ഇറുക്കെ.. കൊല്ലാമെ വിടമാട്ടെ    ONCE APON A TIME THERE WAS A കള്ളൻ & പോലീസ്🤙🤙
Not_offensive 	 Manju chechina orupad istam Lady superstar is back . Trailer super aayi. Ee film oru van vijayam aavatte Manju chechi
Offensive	 തടിയൻ ലാലപ്പൻ പറയിപ്പിക്കും. ഇയാൾ കയറി നിന്നാൽ തന്ന കപ്പൽ മുങ്ങും
Not_offensive 	 ithu dislike cheyyunna aalukal matham nokki yanthrangal thanne aakkaanaannu vazhiii....allathe tharammillaaa....
Not_offensive 	 ചാക്കോച്ച പൊളിക്ക് മുത്തെ നമ്മൾ മലയാളികൾ എന്നും കൂടെ ഉണ്ട്
Not_offensive 	 ജോസഫിനെ പോലെ ഇതും ഒരു വലിയ ഹിറ്റ്‌ ആവട്ടെസംഭവം കലക്കിട്ട
Not_offensive 	 സച്ചിയുടെ script നല്ല കഥ കിട്ടിയാൽ making കൊണ്ട് വേറെ ലെവൽ ആകുന്ന jean paulinte direction  വ്യത്യസ്ത സിനിമകൾ മാത്രം നോക്കി നിർമിക്കുന്ന രാജുവേട്ടനും ലിസ്റ്റിനും  അഭിനയിക്കാൻ പറഞ്ഞാൽ  ജീവിച്ചു കാണിക്കുന്ന രാജുവേട്ടനും സുരാജേട്ടനും  ഇത്രയും പോരെ ഈ സിനിമയ്ക്കു ticket edukan
Offensive	 ഇങ്ങേർ കുറെ കാലമായി fitness video കാണിച്ചു വെറുപ്പിക്കുന്നു എന്നിട്ടോ ഇന്നേവരെ തടി കുറഞ്ഞിട്ടില്ല ഇനി കുറയുകയുമില്ല ജയറാമേട്ടൻ വെറുപ്പികത്താനെ കാണിച്ചു തന്നു വെറും 2 month കൊണ്ട്  ജയറാമേട്ടൻ super ആണ് ല്ലേ lubyou
Not_offensive 	 Nalla trailer varmbol ayinorr samskarond...ath nhammal like adich kaath sukshikande...
Offensive	 mammadinte mamangam enna padakthinu sheshm adutha gund shylocck
Not_offensive 	 Njan oru mohanlaal fana   Pakshe ith vallathore vishayam filim aaairikkkum
Offensive	 nalla tholvi padam anennu trailer kandapozhe pidikitti
Not_offensive 	 Hollywood style...mammukka Box office kidukkum..mass stylish thriller aayirikkum...
Not_offensive 	 Kandat sharuk khannte FAN cinema pole
Not_offensive 	 ചാക്കോച്ചൻ ഫാൻസ്‌ ലൈക്ക് അടിച്ചു പൊളിക്ക്   Your sleepless nights are coming
Not_offensive 	 പൊകയില്ലാത്ത അടുപ്പ്
Offensive	 Dislike pooranmar neeti oru oombu vecho
Offensive	 Dislike adicha guhanolikalkk...നടു വിരൽ നമസ്കാരം
Not_offensive 	 Sunny chechide kolam nokkan trailer kandavarundo
Offensive	 Mammunniyepole oliporallithu Eathu yudham vannalum munpilundavum laettan ....dialogue delivery pirannu...ee parayunna neeyokke pedukkum padam irangiyal
Offensive	 ഇതുപോലെത്തെ നാറിയ സിനിമകൾ എടുക്കുന്നവരെ വേണം തല്ലികൊല്ലാൻ .. ജനങ്ങൾ കാശുകൊടുത്തിട്ട് ഇവൻമാരെപോലെയുള്ളവരുടെ ഊമ്പിയ സിനിമ കാണാനല്ല.....നല്ല സിനിമകൾ കാണാനാണ്..ഫഹദിന് നാണമില്ലേ ഇതുപോലെത്തെ സിനിമയിൽ അഭിനയിക്കാൻ.....ദയവുചെയ്ത് ഇനിയുള്ളവ്‍ ഈ സിനിമ കാണരുത്.......പൈസ പോകും.......
Offensive	 Ee shareeramulla manushyanevech ee padam cheydh kulamakarudh plees
Not_offensive 	 കഥ ട്രെയ്ലറിൽ തന്നെ ഉണ്ടല്ലോ. സുരാജ് പ്രിതി combo കിടിലൻ ആകട്ടെ
Not_offensive 	 SRK ടെ FAN പോലെ ആവാതെ ഇരുന്നാ മതി
Offensive	 അയ്യോ 100കോടി വെള്ളത്തിൽ വളിയിട്ട പോലെ ആകുമല്ലോ ഇതിപ്പോ ഈ ചുണ്ടൻ മാമ്പഴം to എന്ന് പേരിട്ടാൽ പോരെ അതല്ലേ അതിൻറെ ഒരു ശരി കുഞ്ഞാലി മരക്കാർ വേറെ വരുന്നുണ്ട് ചരിത്ര നായകൻ ആ നായകൻ ഒരാൾക്ക് മാത്രമേ കഴിയൂ മെഗാസ്റ്റാർ വേറെ ആരും ഒന്നും ചെയ്തിട്ട് കാര്യമില്ല ഒരു രക്ഷയുമില്ല
Not_offensive 	 അപ്പോൾ കഥയുടെ  റൂട്ട് മാറിയല്ലോ...
Not_offensive 	 2:22 immathiri kola sceen oke kidukan mollywood il inger kazhinjite vere evanum ullu
Not_offensive 	 thalaivaaaa.......  sollarathu Mattumdha...saiva..... ethrayum nall evidarunu....    chillarkku kuru potti thudagi ....
Not_offensive 	 ഇത്  പൊളിക്കും  എന്ന്  ഒറപ്പിച്ചവർ  ലൈക്‌ അടി
Not_offensive 	 vijay sethupathi rajinikanthinte villanayapole  tovino thomas lallettante villanavumo
Not_offensive 	 Mass trailer kidu bgm ikka thakarthu.
Not_offensive 	 Repeated aayi kanunnathu njan matram anno
Not_offensive 	 Dileep + siddiq + anu sitara..
Not_offensive 	 പടം കണ്ടു കഴിഞ്ഞു ഇതു കാണാന് വന്നവര് ആരൊക്കെ....
Not_offensive 	 ക്രിസ്ത്യാനിയല്ലേടി അവൻ... യേശു നമ്മക്ക് അറിയാത്ത ആളൊന്നും അല്ലല്ലോ
Not_offensive 	 He he  മാസ്സ് മരണ മാസ്സ് thriller loading🤩
Not_offensive 	 ഇക്കയുടെ പിള്ളേർക്ക് നീല മുക്കാനുള്ള നൂല്..... 369
Not_offensive 	 നല്ല വിജയം ആകട്ടെ എന്ന് പ്രാർഥിക്കുന്നു
Not_offensive 	 Amboooo pwoli veree levellll       Ettn ishtm
Not_offensive 	 ഡയരക്ടർ
Not_offensive 	 തെയ്യങ്ങൾ 
Not_offensive 	 Lucifer ethara view anenu nokan idaku idaku varunavaruku likean ulla sathalam
Not_offensive 	 ട്രയ്ലർ നന്നായി. ഇതിലെ   ബിജിഎം 2 തമിഴ് മൂവി കോപ്പി ആണ്.  ഒന്ന് തനിഒരുവൻ പിന്നെ രാക്ഷസൻ .  തമിഴ് ഫിലിം കണ്ടവർക്ക് പെട്ടന്ന് സ്ട്രൈക്ക് ചെയ്യും.    ട്രെയ്ലറിൽ തന്നെ അറിയാം അഭിനയം പൊളിച്ചു..  ഫിലിംനായി കാത്തിരിക്കുന്നു.
Not_offensive 	 X mass winner thrissur pooram anennurapullavar like adikku....
Not_offensive 	 ഗ്ലാമറായി ബേബി മോൾ : കുമ്പളങ്ങി നൈറ്റ്സ് നായിക ചിത്രങ്ങൾ വൈറൽ Watch Babymol Glamorous Viral Video:
Not_offensive 	 എവിടെയോ  രാക്ഷസൻ  bgm പോലെ 🤔
Offensive	 എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു... കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം... ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു... മമ്മൂക്ക ക്ഷമിക്കണം..
Not_offensive 	 Trailer atra pora . Movie nannayirikumenu pratheekshikunu
Not_offensive 	 Bilal jhoninu.  Davide ninanil ഉണ്ടായ സന്തധി deric abraham
Not_offensive 	 Ikka ejjathi look... ejjathi entry
Not_offensive 	 Padam ettunila pottum ennu urappullavar like..
Not_offensive 	 ഇതിപ്പോൾ സിനിമ മൊത്തം ഉണ്ടല്ലോ സഹോ ??
Not_offensive 	 Vareity look 🥳  eth pollikum
Not_offensive 	 Kilichundan mambazhathile... Laletan dilog parayana pole
Not_offensive 	 ഹൂഫ് എന്റമ്മോ ... ഇയാൾ ഇതെന്ത് ഭാവിച്ചാ
Not_offensive 	 നീയൊക്കെ ആരാധിച്ചു ആരാധിച്ചു വളർത്തിയിട്ടല്ല ഞാൻ നടനായത്........
Not_offensive 	 Ithu kandittu eganna unlike addikan thothuthooo avoo🤔
Not_offensive 	 Soubin ikka porikkuka aanallo Parava. Sudani from nigeria. Kumbalangi nights
Offensive	 Prithiraje than ee pani nirthiko enthon kopile padamado
Offensive	 Lalletante soundine patie paraunna ikka fans  ithreum nall lalletane gambira sound undait alla industry pidich nikkunne kto da makkale kooru pottunne poi pottik
Not_offensive 	 Kidu movie but teaseril movieyuda kidilam scenes ellam unde
Offensive	 Eeth  adipoli teaserilum kanum diss like adikkan oronn poyi chachoodedo ninakokke
Offensive	 Enth myrado ithu bgm super pinne umbiya diologukalum
Not_offensive 	 eante ponnu ikka mass love mammookka
Not_offensive 	 Feel good movie 2019 le best movie aavum ithu urappu
Not_offensive 	 ഇതിപ്പോ മാമാങ്കത്തെ കടത്തി വെട്ടുലോ .......മമ്മുക്ക ഇസ്‌തം
Not_offensive 	 Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu. Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam
Offensive	 Ella frauds um koottathode undallo...naari dileep
Not_offensive 	 സുരാജ് 
Offensive	 29K Dislike adichavar Padam kandu kaanum lo... Oro Dhurendhangal...
Offensive	 ഡിസ്‌ലൈക് അടിക്കാൻ വരുന്ന എല്ലാ പുന്നാരമക്കൾക്കും ഇട്ടിച്ചായന്റെ പേരിലും എന്റെ പേരിലും നടുവിരൽ നമസ്കാരം
Not_offensive 	 Lalettan fans like adiche .......lalettan ki.......mmmmaaaa
Offensive	 ith oru oola padam aayirikum enn manass parayunu
Offensive	 33k kurugal kanunnylllle dislike🤣🤣🤣🤣🤣 duranthngal pyaavam lavanmarude pramughanu youtube views illathente sangadam aavum
Not_offensive 	 Ithu enthanu kilichundan mambazhamb 2 parto..hihi comedy padamanennu thonunnu
Offensive	 25 k dislike ivaneokke endu manushyarada? Nalladine nalladenn angikarikk
Not_offensive 	 Vamban hope chaidu vannadellam potti polijatte olle
Offensive	 irangunne munne dislike adikkunna thanthakku munne undaaya makkalku midile Finger
Not_offensive 	 Laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi
Not_offensive 	 2:49 മിനുട്ടിൽ ഫുൾ പടം കണ്ട ഫീൽ...
Not_offensive 	 1:00 marupadi thannirikkum   SHYLOCK
Offensive	 oronnu padam pidikan irangum..paisa poyathinte  deshyam kondanu ivide trailer thappipidichu comment cheyyunnnathu..arum kanallu .. thank me later
Not_offensive 	 Arjun reddy bgm poole thonniyathu enniku mathram aano?
Not_offensive 	 Lufier trailer kandu odiyan kandavar undo
Not_offensive 	 മഞ്ജു ചേച്ചിക് ഇരിക്കട്ടെ all kerala പൂവൻ കോഴി asosiation nte vaka ഒരു കുതിരപ്പവൻ... 🤩
Not_offensive 	 ഇതിൽ ഇപ്പൊ ആരാ വില്ലൻ ആരാ നായകൻ
Not_offensive 	 OMG #1 Trending keep going... അടുത്തിടെ മലയാളത്തില്‍ പുറത്തിറക്കിയ ഒരു trailer ഉം നേടാത്ത നേട്ടം
Not_offensive 	 മിഥുൻ എല്ലതരം സിനിമയും ചെയ്യുന്ന ഒരു മികച്ച സംവിധായകൻ ആണ്  ആട് വേറേ ലെവൽ
Not_offensive 	 Ikka pwli...padam 100 days urappu....adiyada makkale ikka kku oru like...
Not_offensive 	 Cinema odiyan pole hit aavatte ennu ashamsikkunnu
Not_offensive 	 ഇതിലെവിടെ പ്രതിയായ പൂവൻ കോഴി.......................... അതോ മഞ്ചുച്ചേച്ചി യാണോ കോഴിയായും അഭിനയിക്കുന്നത്
Offensive	 V A sree kumar is indian film joker in malayalam industry fool poda sree kumari myre poyi chavada vatta
Offensive	 Valla panikkum pokkude nalla prayam indallo mammotty
Not_offensive 	 Title kandit comedy padam aan ennu  vicharichavar like cheyyu🤣🤣🤣
